Berlin,Dresden,203
Berlin,Hamburg,104
Berlin,Hanover,111
Berlin,Leipzig,78
Bremen,Dortmund,147
Bremen,Hamburg,55
Bremen,Hanover,80
Cologne,Dortmund,78
Cologne,Frankfurt,90
Dortmund,Hanover,118
Dortmund,Kassel,196
Dresden,Leipzig,78
Frankfurt,Nuremburg,125
Frankfurt,Stuttgart,121
Hamburg,Hanover,89
Hanover,Kassel,68
Hanover,Leipzig,160
Kassel,Leipzig,232
Kassel,Nuremburg,165
Leipzig,Nuremburg,124
Munich,Nuremburg,80
Munich,Stuttgart,139
Nuremburg,Stuttgart,182
